Question,Option A,Option B,Categories,Work Safe,Mature,Shape,Why It Works
Have you ever been seriously tempted to cheat?,Yes,No,Sex & Dating; Dark,FALSE,TRUE,CONFESS,The line most people walked up to
Have you ever been turned on at a truly inappropriate moment?,Yes,No,Sex & Dating; Humor,FALSE,TRUE,CONFESS,Bodies have terrible timing
Have you ever slept with someone to get over someone else?,Yes,No,Sex & Dating; Confession,FALSE,TRUE,CONFESS,The rebound admission
Have you ever role-played in bed?,Yes,No,Sex & Dating,FALSE,TRUE,CONFESS,"Simple, spicy, genuinely splits"
Is it okay to ghost after a one night stand?,Yes,No,Sex & Dating; Etiquette,FALSE,TRUE,GREY,No strings or basic decency
Is cheating more forgivable in a sexless marriage?,Yes,No,Ethics; Sex & Dating,FALSE,TRUE,GREY,Betrayal with an asterisk
Would you tell a partner they're bad in bed?,Yes,No,Sex & Dating; Communication,FALSE,TRUE,GREY,Brutal gift or pointless wound
Would you rather outlive everyone you love or go first?,Outlive them,Go first,Dark; Deep,FALSE,TRUE,TRADE,"Grief versus guilt, real divide"
Would you rather forget your partner entirely or have them forget you?,I forget,They forget,Dark; Relationships,FALSE,TRUE,TRADE,Losing them vs being lost
"For a threesome, would you rather strangers or friends?",Strangers,Friends,Sex & Dating,FALSE,TRUE,TRADE,"Awkward either way, revealing pick"
Would you rather hear your partner's thoughts during sex or during fights?,During sex,During fights,Sex & Dating; Psychology,FALSE,TRUE,TRADE,Pick which truth you can survive
Would you rather never orgasm again or never give one again?,Never have,Never give,Sex & Dating,FALSE,TRUE,TRADE,"Selfish or selfless, said aloud"
Would you rather your partner use a celebrity hall pass or crush on a coworker?,Hall pass,Coworker crush,Sex & Dating; Trust,FALSE,TRUE,TRADE,Fantasy vs proximity threat
Would you rather learn you were the affair or that your partner is having one?,Was the affair,Being cheated on,Dark; Sex & Dating; Ethics,FALSE,TRUE,TRADE,Betrayer or betrayed
Would you rather lose your sex drive entirely or have it double for life?,Lose it,Double it,Sex & Dating; Psychology,FALSE,TRUE,TRADE,"Peace or hunger, both costly"
Would you rather spend one year in prison or lose three years of life?,Prison year,Shorter life,Dark; Risk,FALSE,TRUE,TRADE,How much a year is worth
Would you rather everyone see your worst deed or hear your worst thought?,Worst deed,Worst thought,Dark; Confession; Psychology,FALSE,TRUE,TRADE,Actions vs the inner monologue
Would you rather lose your looks at 40 or your libido at 40?,My looks,My libido,Sex & Dating; Self; Dark,FALSE,TRUE,TRADE,Being wanted vs wanting
Is it okay to give feedback in bed the first time?,Yes,No,Sex & Dating; Communication,FALSE,TRUE,NORM,Coaching vs ego bruise
Is it okay to ask your partner for a threesome?,Yes,No,Sex & Dating; Communication,FALSE,TRUE,NORM,The ask itself is the risk
Is it okay to keep sex toys from a past relationship?,Yes,No,Sex & Dating; Humor; Norms,FALSE,TRUE,NORM,Fresh start vs waste not
Is it okay to say 'I love you' for the first time during sex?,Yes,No,Sex & Dating; Emotion,FALSE,TRUE,NORM,Does it even count mid-act
Is it okay to keep a kink secret from a long-term partner?,Yes,No,Sex & Dating; Trust,FALSE,TRUE,NORM,Privacy vs full disclosure
Is it okay to tell friends the details of your sex life?,Yes,No,Sex & Dating; Social; Trust,FALSE,TRUE,NORM,Bonding vs betrayal of intimacy
Is it okay to talk about sex on a first date?,Yes,No,Sex & Dating; Communication; Norms,FALSE,TRUE,NORM,Chemistry check vs too fast
Is it okay to hook up with two people from the same friend group?,Yes,No,Sex & Dating; Social; Norms,FALSE,TRUE,NORM,Group math gets messy
Is it ever okay to sleep with your boss?,Yes,No,Sex & Dating; Work; Risk,FALSE,TRUE,NORM,Power dynamics vs two adults
Is it okay to hook up with your roommate?,Yes,No,Sex & Dating; Home; Risk,FALSE,TRUE,NORM,Convenience vs lease-long risk
Is it okay to sleep with someone new days after a breakup?,Yes,No,Sex & Dating; Norms; Emotion,FALSE,TRUE,NORM,Mourning period policing
One night only: your ex or a total stranger?,The ex,Stranger,Sex & Dating,FALSE,TRUE,TRADE,Familiar comfort vs clean slate
Pick a partner: wild past or no experience at all?,Wild past,No experience,Sex & Dating,FALSE,TRUE,TRADE,Experience vs blank slate camps
Have you ever sexted during work hours?,Yes,No,Sex & Dating; Work,FALSE,TRUE,CONFESS,Riskier and more common than admitted
Have you ever dated two people at once without them knowing?,Yes,No,Sex & Dating; Dark,FALSE,TRUE,CONFESS,The guess-who game writes itself
Have you ever knowingly kissed someone who was taken?,Yes,No,Sex & Dating; Dark,FALSE,TRUE,CONFESS,More Yes at the table than expected
Have you ever cried after sex?,Yes,No,Sex & Dating; Emotion,FALSE,TRUE,CONFESS,"Feels solitary, surprisingly shared"
Is it okay to use a fake name for a one night stand?,Yes,No,Sex & Dating; Trust; Norms,FALSE,TRUE,NORM,Privacy vs deceit
Would you rather know how you die or when?,How,When,Dark; Deep,FALSE,FALSE,TRADE,"Classic dark WYR, splits every group"
Expose one to everyone you know: your live thoughts or your search history?,My thoughts,Search history,Confession; Technology; Psychology,FALSE,FALSE,TRADE,Everyone fears one exposure way more
Would you make your search history public for $100k?,Take it,No way,Money; Technology; Confession,FALSE,FALSE,TRADE,Everyone's price meets their shame
Would you do a year in prison for $5 million?,Do it,Pass,Money; Risk; Dark,FALSE,FALSE,TRADE,Bar debate classic; rooms split hard
Would you read your teenager's messages if you were worried?,Yes,No,Family; Trust; Ethics,FALSE,FALSE,GREY,"Safety vs privacy, the parenting fault line"
Would you peek at a salary spreadsheet left open by mistake?,Yes,No,Work; Ethics; Confession,FALSE,FALSE,GREY,Forbidden knowledge one click away
Would you hand your partner your unlocked phone right now?,Yes,No,Trust; Confession,FALSE,FALSE,GREY,"Nothing to hide, in theory"
"Once a cheater, always a cheater?",Yes,No,Belief; Relationships; Trust,FALSE,FALSE,BELIEF,Redemption vs leopard's spots
"Do parents have a favorite kid, even if they deny it?",Yes,No,Belief; Family; Psychology,FALSE,FALSE,BELIEF,Every sibling has a theory
Is it okay to get coffee alone with an ex while partnered?,Yes,No,Relationships; Trust; Norms,FALSE,FALSE,NORM,Friendship vs live embers
Do you pee in the shower?,Yes,No,Habits; Confession,FALSE,FALSE,HABIT,"Instant sides, half deny it"
Do you say you're 'on your way' before you've left?,Yes,No,Communication; Confession,FALSE,FALSE,HABIT,The universal time-buying lie
Would you listen to a recording of your friends talking about you?,Yes,No,Trust; Social; Psychology,FALSE,FALSE,MIRROR,Curiosity vs self-preservation
Your friend's partner hits on you. Tell your friend?,Tell them,Stay quiet,Relationships; Trust; Ethics,FALSE,FALSE,GREY,Messenger gets shot either way
Is a drunk kiss cheating?,Yes,No,Sex & Dating; Ethics,FALSE,FALSE,GREY,Alcohol as excuse splits rooms
Which kind of cheating is worse?,Emotional,Physical,Relationships; Ethics; Emotion,FALSE,FALSE,BELIEF,Genders split hard on this
Have you ever stalked an ex's social media after a breakup?,Yes,No,Sex & Dating; Confession; Social,FALSE,FALSE,CONFESS,Everyone's done a lap; few volunteer it
Do you have money your partner or family doesn't know about?,Yes,No,Money; Confession; Trust,FALSE,FALSE,CONFESS,Secret stashes are surprisingly common
Have you ever posted something hoping one specific person sees it?,Yes,No,Social; Confession; Sex & Dating,FALSE,FALSE,CONFESS,The targeted post is universal
Have you ever wondered if you settled for your partner?,Yes,No,Relationships; Dark,FALSE,FALSE,CONFESS,The question no one asks aloud
Do you secretly dislike a friend's partner?,Yes,No,Relationships; Dark; Social,FALSE,FALSE,CONFESS,"Every group has one, no one admits it"
Do you secretly find a friend's kid annoying?,Yes,No,Family; Dark,FALSE,FALSE,CONFESS,The most forbidden opinion there is
Have you ever had to fight laughter at a funeral?,Yes,No,Dark; Humor,FALSE,FALSE,CONFESS,"Wildly common, never admitted"
Have you ever grieved a pet harder than a person?,Yes,No,Dark; Emotion,FALSE,FALSE,CONFESS,Taboo grief many quietly share
Do you hope your exes still think about you?,Yes,No,Sex & Dating; Self,FALSE,FALSE,CONFESS,"Vanity everyone has, few admit"
Would you stay quiet if a waiter forgot to charge for a dish?,Yes,No,Ethics; Money; Food & Drink,FALSE,FALSE,GREY,"Their mistake, your windfall"
Would you keep it if payroll overpaid you and nobody noticed?,Yes,No,Money; Work; Ethics,FALSE,FALSE,GREY,Company money feels different from a person's
Would you secretly work two remote jobs if you could handle both?,Yes,No,Work; Money; Ethics,FALSE,FALSE,GREY,Hustle hero or double-dipping fraud
A child's pet dies. Tell the truth or invent a farm upstate?,Truth,Farm,Family; Ethics; Communication,FALSE,FALSE,GREY,Protecting kids vs lying to them
Would you rather ghost someone or be ghosted?,Ghost,Be ghosted,Sex & Dating; Ethics; Communication,FALSE,FALSE,TRADE,Guilt vs the sting
Would you rather live to 75 in full health or 100 in slow decline?,75 healthy,100 declining,Dark; Health & Wellness,FALSE,FALSE,TRADE,Quality vs quantity of years
Would you rather meet your soulmate and lose them or never meet at all?,Meet and lose,Never meet,Dark; Deep; Relationships,FALSE,FALSE,TRADE,"Tennyson, put to a vote"
Would you take immortality if everyone you love stays mortal?,Yes,No,Dark; Deep; Future,FALSE,FALSE,TRADE,Eternity priced in grief
Would you rather your therapy notes leak or your group chats?,Therapy notes,Group chats,Confession; Dark; Social,FALSE,FALSE,TRADE,Two archives of shame
Does drinking at the airport count as day drinking?,Yes,No,Vices; Travel; Debate,FALSE,FALSE,TASTE,Airport bars feel exempt from normal rules
Is a phone face-down on the table considerate or suspicious?,Considerate,Suspicious,Technology; Trust; Debate,FALSE,FALSE,TASTE,Politeness or something to hide
Is venting about your partner to friends healthy or disloyal?,Healthy,Disloyal,Relationships; Trust; Debate,FALSE,FALSE,TASTE,Pressure valve or betrayal
Are drunk words sober thoughts?,Yes,No,Belief; Vices; Psychology,FALSE,FALSE,BELIEF,Truth serum theory
Do you pretend not to see people you know in public?,Yes,No,Social; Confession,FALSE,FALSE,HABIT,Dodgers vs greeters
Do you swear in front of your parents?,Yes,No,Family; Norms,FALSE,FALSE,HABIT,Family filter on or off
Do you save screenshots as ammo for future arguments?,Yes,No,Trust; Communication,FALSE,FALSE,HABIT,Receipt keepers vs let-it-go types
Would your exes say mostly nice things about you?,Yes,No,Relationships; Sex & Dating; Self,FALSE,FALSE,MIRROR,The exes were not consulted
Do you actually wash your legs in the shower?,Yes,No,Confession; Habits,FALSE,FALSE,CONFESS,WashGate: 80/20 with real fury
Give up forever: alcohol or coffee?,Alcohol,Coffee,Vices; Food & Drink,FALSE,FALSE,TRADE,"Buzz vs buzz, loyalties run deep"
"Worse: everyone you know sees you naked once, or reads your texts for a day?",Naked once,Texts read,Confession; Humor,FALSE,FALSE,TRADE,"Bodies heal, screenshots last"
Would you forgive a one-time drunken kiss?,Forgive,Deal breaker,Sex & Dating; Relationships; Trust,FALSE,FALSE,GREY,"Forgiveness has a limit, or not"
Have you ever ghosted someone?,Yes,No,Confession; Relationships,FALSE,FALSE,CONFESS,"Everyone's done it, few admit it"
Would you give your partner a celebrity hall pass?,Yes,No,Sex & Dating; Fun,FALSE,FALSE,TRADE,Sitcom staple; couples genuinely split
Have you ever called in sick when you were fine?,Yes,No,Work; Confession,FALSE,FALSE,CONFESS,Near half admit fake sick days
Have you ever gone skinny dipping?,Yes,No,Adventure; Confession,FALSE,FALSE,CONFESS,NHIE staple; adult polls land near half
Have you ever stretched the truth on your resume?,Yes,No,Career; Confession,FALSE,FALSE,CONFESS,'Proficient in Excel' energy
Do you sniff-test clothes instead of washing them?,Yes,No,Habits; Confession; Style,FALSE,FALSE,HABIT,The laundry shortcut few admit
Do you keep some friends' secrets even from your partner?,Yes,No,Trust; Relationships; Confession,FALSE,FALSE,CONFESS,"Loyalty hierarchies, exposed"
Have you ever run water or flushed to mask bathroom sounds?,Yes,No,Confession; Habits,FALSE,FALSE,CONFESS,Sound engineering nobody discusses
Have you ever screenshotted a chat to send to someone else?,Yes,No,Communication; Confession; Trust,FALSE,FALSE,CONFESS,Your texts have an audience
Are you holding a grudge the other person knows nothing about?,Yes,No,Emotion; Confession; Psychology,FALSE,FALSE,CONFESS,One-sided wars are everywhere
Have you ever kissed someone whose name you never learned?,Yes,No,Sex & Dating; Confession,FALSE,FALSE,CONFESS,Splits wild pasts from careful ones
Have you ever sat at a wedding thinking it won't last?,Yes,No,Dark; Relationships,FALSE,FALSE,CONFESS,"Everyone judges, nobody says"
Have you ever kept a dating app installed while in a relationship?,Yes,No,Sex & Dating; Trust,FALSE,FALSE,CONFESS,The just-in-case app splits rooms
Is there a secret you plan to take to the grave?,Yes,No,Dark; Deep,FALSE,FALSE,CONFESS,Everyone wants to know who says yes
Have you ever deep-dived a partner's ex online?,Yes,No,Sex & Dating; Social,FALSE,FALSE,CONFESS,Everyone investigates the predecessor
Have you ever worked a full day secretly hungover?,Yes,No,Vices; Work,FALSE,FALSE,CONFESS,The workplace's open secret
Would you read old love letters your partner kept from an ex?,Yes,No,Relationships; Trust; Confession,FALSE,FALSE,GREY,"They're right there, and they aren't yours"
Would you secretly throw out a partner's ratty old clothes?,Yes,No,Relationships; Home; Ethics,FALSE,FALSE,GREY,Helpful purge or small betrayal
Would you take a sick day when you're healthy but exhausted?,Yes,No,Work; Ethics; Health & Wellness,FALSE,FALSE,GREY,Self-care or lying to your boss
Is it okay to stay friends with a friend's ex?,Yes,No,Relationships; Social; Ethics,FALSE,FALSE,GREY,Loyalty code vs people aren't property
Would you fake an emergency to escape a terrible date?,Yes,No,Sex & Dating; Humor; Ethics,FALSE,FALSE,GREY,Merciful exit or spineless lie
Would you tell a stranger you saw their partner cheating?,Yes,No,Ethics; Society; Relationships,FALSE,FALSE,GREY,Truth crusade or not your business
Is dating several people at once fine before it's official?,Yes,No,Sex & Dating; Norms; Ethics,FALSE,FALSE,NORM,Smart shopping or quiet betrayal
Would you return the ring if they called off the wedding?,Yes,No,Ethics; Money,FALSE,FALSE,GREY,"Keepsake, payback, or principle"
Would you join a secret bet on how long a friend's marriage lasts?,Yes,No,Dark; Humor,FALSE,FALSE,GREY,Awful and irresistible
Is asking for a prenup a red flag?,Yes,No,Money; Relationships,FALSE,FALSE,NORM,Pragmatism or a packed bag
Would you warn a cheater's new partner?,Yes,No,Ethics; Sex & Dating,FALSE,FALSE,GREY,Public service or meddling
Would you try psychedelics if legal and guided?,Yes,No,Vices; Adventure,FALSE,FALSE,GREY,Mind expansion or roulette
Would you tell a friend what people say behind their back?,Yes,No,Social; Trust,FALSE,FALSE,GREY,Armed or just wounded
Would you delay a breakup until after the holidays?,Yes,No,Relationships; Ethics,FALSE,FALSE,GREY,Mercy or stealing their time
Would you rather date someone your friends hate or your family hates?,Friends hate,Family hates,Relationships; Family; Social,FALSE,FALSE,TRADE,Whose veto really counts
Would you rather smoke weed with your parents or get drunk with your boss?,Weed with parents,Drunk with boss,Vices; Family; Work,FALSE,FALSE,TRADE,Two flavors of awkward
Would you rather never be hungover or never gain weight?,No hangovers,No weight gain,Vices; Health & Wellness,FALSE,FALSE,TRADE,Reveals your real vice
Would you rather friends know your salary or your weight?,Salary,Weight,Money; Self; Confession,FALSE,FALSE,TRADE,Which number feels more naked
Would you rather get back with an ex or stay single for five years?,The ex,Five years single,Sex & Dating; Risk,FALSE,FALSE,TRADE,"How bad was the ex, really"
Would you rather date someone 10 years older or 10 years younger?,Older,Younger,Sex & Dating; Preferences,FALSE,FALSE,TRADE,Age math gets personal fast
Would you rather your partner call you a 6 honestly or a 10 dishonestly?,Honest 6,Lying 10,Relationships; Trust; Self,FALSE,FALSE,TRADE,"Flattery vs truth, no dodge"
